timestamp,open,high,low,close,volume
2025-05-27 04:00:00,517.85,518.05,514.8,517.65,19305
2025-05-27 04:01:00,517.71,517.8,517.55,517.77,2525
2025-05-27 04:02:00,517.9,517.93,517.6,517.68,2250
2025-05-27 04:03:00,517.69,517.7,517.5,517.5,1850
2025-05-27 04:04:00,517.56,517.62,517.47,517.55,2542
2025-05-27 04:05:00,517.67,517.8,517.67,517.7,2445
2025-05-27 04:06:00,517.83,517.83,517.78,517.81,1158
2025-05-27 04:07:00,517.79,517.91,517.79,517.87,700
2025-05-27 04:08:00,517.95,518.07,517.95,518.04,3303
2025-05-27 04:09:00,517.92,518.12,517.91,518.05,3178
2025-05-27 04:10:00,518.03,518.29,518.03,518.29,5409
2025-05-27 04:11:00,518.06,518.27,518.06,518.16,3875
2025-05-27 04:12:00,518.0,518.07,518.0,518.07,950
2025-05-27 04:13:00,518.13,518.17,518.05,518.07,1340
2025-05-27 04:14:00,517.96,518.02,517.93,517.93,4246
2025-05-27 04:15:00,517.98,517.98,517.98,517.98,1199
2025-05-27 04:16:00,517.97,517.97,517.93,517.93,310
2025-05-27 04:17:00,518.14,518.19,518.07,518.07,1262
2025-05-27 04:18:00,518.06,518.06,517.95,517.97,1803
2025-05-27 04:19:00,517.89,517.89,517.89,517.89,100
2025-05-27 04:20:00,517.77,517.77,517.77,517.77,100
2025-05-27 04:21:00,517.76,517.81,517.76,517.81,2013
2025-05-27 04:22:00,517.73,517.93,517.73,517.9,2720
2025-05-27 04:23:00,517.85,518.0,517.8,518.0,8136
2025-05-27 04:24:00,517.96,517.96,517.84,517.84,2100
2025-05-27 04:25:00,517.84,517.85,517.84,517.84,1618
2025-05-27 04:26:00,517.78,517.83,517.75,517.75,6278
2025-05-27 04:27:00,517.8,517.85,517.8,517.85,530
2025-05-27 04:28:00,517.81,517.89,517.76,517.76,1785
2025-05-27 04:29:00,517.75,517.78,517.71,517.78,2380
2025-05-27 04:30:00,517.81,517.81,517.8,517.8,200
2025-05-27 04:31:00,517.64,517.65,517.61,517.62,1530
2025-05-27 04:32:00,517.61,517.69,517.6,517.65,910
2025-05-27 04:33:00,517.72,517.72,517.72,517.72,250
2025-05-27 04:34:00,517.69,517.76,517.69,517.72,3186
2025-05-27 04:35:00,517.66,517.66,517.48,517.52,800
2025-05-27 04:36:00,517.58,517.58,517.52,517.52,5580
2025-05-27 04:37:00,517.48,517.51,517.47,517.51,11552
2025-05-27 04:38:00,517.52,517.69,517.52,517.69,3275
2025-05-27 04:39:00,517.71,517.71,517.54,517.54,2300
2025-05-27 04:40:00,517.68,517.69,517.66,517.67,600
2025-05-27 04:41:00,517.79,517.79,517.79,517.79,100
2025-05-27 04:42:00,517.77,517.77,517.77,517.77,340
2025-05-27 04:43:00,517.9,517.93,517.75,517.75,720
2025-05-27 04:44:00,517.7,517.8,517.7,517.79,1940
2025-05-27 04:45:00,517.84,517.85,517.71,517.71,3120
2025-05-27 04:46:00,517.73,517.77,517.73,517.77,1617
2025-05-27 04:47:00,517.69,517.69,517.61,517.61,700
2025-05-27 04:48:00,517.66,517.66,517.6,517.6,200
2025-05-27 04:49:00,517.51,517.51,517.28,517.28,1894
2025-05-27 04:50:00,517.25,517.25,517.14,517.16,6056
2025-05-27 04:51:00,517.12,517.25,517.12,517.25,300
2025-05-27 04:52:00,517.3,517.3,517.28,517.28,200
2025-05-27 04:53:00,517.34,517.34,517.3,517.34,2810
2025-05-27 04:54:00,517.33,517.33,517.33,517.33,1960
2025-05-27 04:55:00,517.29,517.33,517.29,517.33,2729
2025-05-27 04:56:00,517.31,517.43,517.31,517.43,1510
2025-05-27 04:57:00,517.51,517.52,517.4,517.46,1394
2025-05-27 04:58:00,517.42,517.42,517.4,517.4,500
2025-05-27 04:59:00,517.49,517.5,517.49,517.5,200
2025-05-27 05:00:00,517.47,517.47,517.46,517.46,793
2025-05-27 05:01:00,517.48,517.57,517.47,517.57,710
2025-05-27 05:02:00,517.77,517.91,517.77,517.82,1821
2025-05-27 05:03:00,517.7,517.89,517.66,517.89,1520
2025-05-27 05:04:00,517.97,517.98,517.97,517.98,650
2025-05-27 05:05:00,517.99,518.0,517.95,517.95,2975
2025-05-27 05:06:00,517.95,517.99,517.95,517.99,200
2025-05-27 05:07:00,518.0,518.01,517.94,518.0,2395
2025-05-27 05:08:00,518.1,518.12,518.06,518.12,678
2025-05-27 05:09:00,518.01,518.01,518.01,518.01,1910
2025-05-27 05:10:00,518.03,518.16,518.03,518.13,5575
2025-05-27 05:11:00,518.01,518.25,518.01,518.25,3800
2025-05-27 05:12:00,518.27,518.27,518.22,518.24,1820
2025-05-27 05:13:00,518.33,518.33,518.29,518.29,1717
2025-05-27 05:14:00,518.27,518.27,518.26,518.26,200
2025-05-27 05:15:00,518.28,518.28,518.17,518.17,1660
2025-05-27 05:16:00,518.16,518.16,518.11,518.11,910
2025-05-27 05:17:00,518.07,518.07,518.07,518.07,200
2025-05-27 05:18:00,518.03,518.04,518.0,518.0,600
2025-05-27 05:19:00,517.96,517.99,517.94,517.96,5426
2025-05-27 05:20:00,517.95,517.98,517.89,517.89,807
2025-05-27 05:22:00,517.83,517.92,517.83,517.88,2194
2025-05-27 05:23:00,517.88,517.89,517.78,517.82,1407
2025-05-27 05:24:00,517.82,517.82,517.75,517.75,3757
2025-05-27 05:25:00,517.71,517.72,517.71,517.72,900
2025-05-27 05:26:00,517.64,517.64,517.6,517.6,600
2025-05-27 05:27:00,517.53,517.62,517.53,517.59,510
2025-05-27 05:28:00,517.61,517.71,517.61,517.71,1410
2025-05-27 05:29:00,517.62,517.62,517.53,517.6,1900
2025-05-27 05:30:00,517.57,517.65,517.57,517.64,1812
2025-05-27 05:31:00,517.62,517.63,517.62,517.63,200
