timestamp,open,high,low,close,volume
2025-05-25 18:00:00,5820.0,5820.25,5813.0,5814.5,548
2025-05-25 18:01:00,5815.75,5819.5,5814.5,5819.5,244
2025-05-25 18:02:00,5819.0,5822.0,5818.5,5821.25,436
2025-05-25 18:03:00,5821.75,5826.0,5821.75,5824.25,424
2025-05-25 18:04:00,5824.5,5824.5,5821.5,5823.75,154
2025-05-25 18:05:00,5823.75,5825.25,5823.25,5825.0,98
2025-05-25 18:06:00,5825.25,5839.5,5824.25,5837.0,690
2025-05-25 18:07:00,5837.0,5838.0,5830.75,5836.0,1098
2025-05-25 18:08:00,5835.75,5849.0,5835.25,5841.0,1776
2025-05-25 18:09:00,5841.5,5845.25,5837.0,5843.5,792
2025-05-25 18:10:00,5843.5,5846.75,5839.75,5840.25,475
2025-05-25 18:11:00,5840.0,5840.25,5836.5,5837.75,441
2025-05-25 18:12:00,5838.0,5846.0,5837.5,5845.25,609
2025-05-25 18:13:00,5845.5,5848.25,5845.25,5847.5,817
2025-05-25 18:14:00,5847.5,5847.75,5842.75,5845.5,462
2025-05-25 18:15:00,5845.5,5846.75,5842.5,5843.25,311
2025-05-25 18:16:00,5843.0,5847.0,5842.75,5845.25,500
2025-05-25 18:17:00,5845.5,5848.0,5845.0,5847.75,179
2025-05-25 18:18:00,5848.0,5848.75,5846.25,5847.25,403
2025-05-25 18:19:00,5847.0,5855.5,5846.0,5852.5,1241
2025-05-25 18:20:00,5852.0,5855.75,5852.0,5852.5,535
2025-05-25 18:21:00,5852.75,5857.25,5852.25,5856.5,583
2025-05-25 18:22:00,5855.75,5862.5,5855.75,5861.25,1014
2025-05-25 18:23:00,5861.75,5867.25,5860.5,5865.25,865
2025-05-25 18:24:00,5864.75,5873.25,5861.75,5871.25,1202
2025-05-25 18:25:00,5871.75,5876.75,5869.75,5870.5,982
2025-05-25 18:26:00,5870.25,5871.25,5866.0,5866.5,474
2025-05-25 18:27:00,5866.5,5867.75,5865.0,5867.25,296
2025-05-25 18:28:00,5867.0,5867.5,5865.5,5867.0,104
2025-05-25 18:29:00,5866.75,5869.25,5866.0,5869.0,219
2025-05-25 18:30:00,5869.25,5870.0,5865.5,5866.0,305
2025-05-25 18:31:00,5866.0,5866.0,5862.5,5864.0,394
2025-05-25 18:32:00,5864.25,5864.25,5861.25,5861.75,308
2025-05-25 18:33:00,5861.75,5862.75,5860.0,5860.0,344
2025-05-25 18:34:00,5860.25,5861.5,5858.5,5858.5,311
2025-05-25 18:35:00,5858.75,5860.0,5857.5,5858.75,330
2025-05-25 18:36:00,5858.75,5859.0,5858.0,5858.75,118
2025-05-25 18:37:00,5858.75,5858.75,5856.5,5857.25,226
2025-05-25 18:38:00,5857.25,5857.75,5856.5,5857.25,254
2025-05-25 18:39:00,5857.5,5858.25,5855.5,5857.0,356
2025-05-25 18:40:00,5856.5,5858.75,5856.5,5858.0,313
2025-05-25 18:41:00,5858.25,5859.25,5855.5,5856.5,297
2025-05-25 18:42:00,5856.25,5858.0,5856.0,5858.0,138
2025-05-25 18:43:00,5857.75,5859.0,5857.0,5858.5,149
2025-05-25 18:44:00,5858.75,5859.75,5857.0,5859.5,138
2025-05-25 18:45:00,5859.75,5863.75,5859.5,5863.25,382
2025-05-25 18:46:00,5863.25,5863.5,5860.5,5860.75,172
2025-05-25 18:47:00,5860.75,5861.25,5858.25,5858.5,121
2025-05-25 18:48:00,5858.5,5860.75,5858.25,5859.75,157
2025-05-25 18:49:00,5860.0,5864.0,5859.75,5864.0,148
2025-05-25 18:50:00,5863.75,5866.5,5860.25,5861.0,532
2025-05-25 18:51:00,5860.75,5862.25,5859.25,5861.5,280
2025-05-25 18:52:00,5861.25,5861.25,5859.75,5860.5,75
2025-05-25 18:53:00,5860.75,5861.5,5860.0,5860.5,98
2025-05-25 18:54:00,5860.75,5862.25,5860.75,5862.25,88
2025-05-25 18:55:00,5862.5,5864.25,5862.5,5862.75,112
2025-05-25 18:56:00,5862.75,5864.25,5862.75,5863.75,47
2025-05-25 18:57:00,5863.5,5863.75,5862.5,5862.75,34
2025-05-25 18:58:00,5863.0,5863.0,5861.0,5861.5,64
2025-05-25 18:59:00,5861.25,5861.25,5859.5,5859.5,67
2025-05-25 19:00:00,5860.0,5862.0,5860.0,5861.5,166
2025-05-25 19:01:00,5861.5,5862.75,5861.5,5862.5,73
2025-05-25 19:02:00,5862.5,5866.0,5862.5,5864.25,336
2025-05-25 19:03:00,5864.25,5864.5,5863.0,5863.0,47
2025-05-25 19:04:00,5862.75,5864.5,5862.75,5863.75,58
2025-05-25 19:05:00,5864.0,5866.75,5864.0,5866.75,147
2025-05-25 19:06:00,5866.5,5867.75,5865.5,5866.0,137
2025-05-25 19:07:00,5865.75,5865.75,5863.5,5863.75,95
2025-05-25 19:08:00,5863.5,5863.75,5861.75,5862.0,120
2025-05-25 19:09:00,5862.25,5863.0,5861.25,5861.75,92
2025-05-25 19:10:00,5861.75,5862.25,5861.5,5862.0,71
2025-05-25 19:11:00,5862.25,5864.5,5862.25,5864.0,92
2025-05-25 19:12:00,5864.25,5864.75,5863.0,5863.25,25
2025-05-25 19:13:00,5863.5,5864.0,5863.0,5863.75,43
2025-05-25 19:14:00,5864.0,5864.0,5863.0,5863.25,32
2025-05-25 19:15:00,5863.25,5863.25,5861.0,5861.5,74
2025-05-25 19:16:00,5861.5,5861.5,5859.25,5860.5,89
2025-05-25 19:17:00,5860.75,5861.0,5860.5,5860.75,18
2025-05-25 19:18:00,5860.75,5861.0,5860.25,5860.75,19
2025-05-25 19:19:00,5860.5,5861.0,5859.75,5860.5,71
2025-05-25 19:20:00,5860.5,5860.75,5860.5,5860.75,21
2025-05-25 19:21:00,5860.5,5860.75,5860.5,5860.5,14
2025-05-25 19:22:00,5860.75,5860.75,5859.25,5859.75,35
2025-05-25 19:23:00,5860.0,5860.5,5859.75,5860.0,32
2025-05-25 19:24:00,5860.0,5861.5,5860.0,5861.5,50
2025-05-25 19:25:00,5861.5,5864.0,5861.25,5863.5,218
2025-05-25 19:26:00,5864.0,5864.25,5862.25,5862.25,119
2025-05-25 19:27:00,5862.25,5862.75,5862.0,5862.0,42
